kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=2613, susp=1.0]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getMaximumLabelWidth()D 0.0, lineNumber=1448, susp=0.7071067811865475]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLabelGap()D 0.0, lineNumber=1423, susp=0.7071067811865475]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLabelGenerator()Lorg/jfree/chart/labels/PieSectionLabelGenerator; 0.0, lineNumber=1398, susp=0.7071067811865475]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getInteriorGap()D 0.0, lineNumber=670, susp=0.7071067811865475]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlotState, methodName=org.jfree.chart.plot.PiePlotState{setPassesRequired(I)V 0.0, lineNumber=109, susp=0.5773502691896258]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{initialise(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlot;Ljava/lang/Integer;Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/plot/PiePlotState; 0.0, lineNumber=2051, susp=0.5773502691896258]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{initialise(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlot;Ljava/lang/Integer;Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/plot/PiePlotState; 0.0, lineNumber=2050, susp=0.5773502691896258]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{initialise(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Lorg/jfree/chart/plot/PiePlot;Ljava/lang/Integer;Lorg/jfree/chart/plot/PlotRenderingInfo;)Lorg/jfree/chart/plot/PiePlotState; 0.0, lineNumber=2049, susp=0.5773502691896258]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{isCircular()Z 0.0, lineNumber=706, susp=0.5773502691896258]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=2612, susp=0.5]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=2611, susp=0.5]
kali-susp:Candidate [className=org.jfree.chart.ChartFactory, methodName=org.jfree.chart.ChartFactory{createPieChart3D(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart; 0.0, lineNumber=702, susp=0.5]
kali-susp:Candidate [className=org.jfree.chart.ChartFactory, methodName=org.jfree.chart.ChartFactory{createPieChart3D(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart; 0.0, lineNumber=699, susp=0.5]
kali-susp:Candidate [className=org.jfree.chart.ChartFactory, methodName=org.jfree.chart.ChartFactory{createPieChart3D(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart; 0.0, lineNumber=696, susp=0.5]
kali-susp:Candidate [className=org.jfree.chart.ChartFactory, methodName=org.jfree.chart.ChartFactory{createPieChart3D(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart; 0.0, lineNumber=695, susp=0.5]
kali-susp:Candidate [className=org.jfree.chart.ChartFactory, methodName=org.jfree.chart.ChartFactory{createPieChart3D(Ljava/lang/String;Lorg/jfree/data/general/PieDataset;ZZZ)Lorg/jfree/chart/JFreeChart; 0.0, lineNumber=694, susp=0.5]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{fillBackground(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=946, susp=0.4472135954999579]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{drawBackground(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=932, susp=0.4472135954999579]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{drawBackground(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=931, susp=0.4472135954999579]
kali-susp:Candidate [className=org.jfree.data.general.DatasetUtilities, methodName=org.jfree.data.general.DatasetUtilities{calculatePieDatasetTotal(Lorg/jfree/data/general/PieDataset;)D 0.0, lineNumber=152, susp=0.4082482904638631]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{getDataset()Lorg/jfree/data/general/PieDataset; 0.0, lineNumber=551, susp=0.4082482904638631]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setCircular(ZZ)V 0.0, lineNumber=732, susp=0.3779644730092272]
kali-susp:Candidate [className=org.jfree.chart.plot.PiePlot, methodName=org.jfree.chart.plot.PiePlot{setCircular(ZZ)V 0.0, lineNumber=731, susp=0.3779644730092272]
kali-susp:Candidate [className=org.jfree.chart.block.LineBorder, methodName=org.jfree.chart.block.LineBorder{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=146, susp=0.2886751345948129]
kali-susp:Candidate [className=org.jfree.chart.title.LegendTitle, methodName=org.jfree.chart.title.LegendTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=472, susp=0.2886751345948129]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setInsets(Lorg/jfree/chart/util/RectangleInsets;Z)V 0.0, lineNumber=525, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{setInsets(Lorg/jfree/chart/util/RectangleInsets;)V 0.0, lineNumber=504, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=637, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=623, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=622, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=621, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=620, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=618, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=617, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=616, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=612, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=608, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=607, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=606, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=605, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=604, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=603, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{drawHorizontal(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;)V 0.0, lineNumber=602, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=590, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=585, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=584, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=578, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=577, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=576, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=575, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=571, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=570, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=566, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=565, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=564, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=563, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=560, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=559, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=558, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{draw(Ljava/awt/Graphics2D;Ljava/awt/geom/Rectangle2D;Ljava/lang/Object;)Ljava/lang/Object; 0.0, lineNumber=555, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=506, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=502, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=501, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=500, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=498, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=497, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=496, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=495, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrangeRR(Ljava/awt/Graphics2D;Lorg/jfree/data/Range;Lorg/jfree/data/Range;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=494, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=477, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=459, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=458, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=455, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=454, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=443, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=442, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=441, susp=0.1796053020267749]
kali-susp:Candidate [className=org.jfree.chart.title.TextTitle, methodName=org.jfree.chart.title.TextTitle{arrange(Ljava/awt/Graphics2D;Lorg/jfree/chart/block/RectangleConstraint;)Lorg/jfree/chart/util/Size2D; 0.0, lineNumber=440, susp=0.1796053020267749]
