kali-susp:Candidate [className=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer, methodName=org.jfree.chart.renderer.category.AbstractCategoryItemRenderer{getLegendItems()Lorg/jfree/chart/LegendItemCollection; 0.0, lineNumber=1793, susp=1.0]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1456, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1453, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1452, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{checkAxisIndices(Ljava/util/List;)V 0.0, lineNumber=1449, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxes(ILjava/util/List;)V 0.0, lineNumber=1433, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxes(ILjava/util/List;)V 0.0, lineNumber=1431, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxes(ILjava/util/List;)V 0.0, lineNumber=1430, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxes(ILjava/util/List;)V 0.0, lineNumber=1429, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxes(ILjava/util/List;)V 0.0, lineNumber=1426, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxis(II)V 0.0, lineNumber=1412, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxis(II)V 0.0, lineNumber=1411, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{mapDatasetToDomainAxis(II)V 0.0, lineNumber=1410, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getDataset(I)Lorg/jfree/data/category/CategoryDataset; 0.0, lineNumber=1324, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getDataset(I)Lorg/jfree/data/category/CategoryDataset; 0.0, lineNumber=1322, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getDataset(I)Lorg/jfree/data/category/CategoryDataset; 0.0, lineNumber=1321, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getDataset(I)Lorg/jfree/data/category/CategoryDataset; 0.0, lineNumber=1320, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{configureRangeAxes()V 0.0, lineNumber=1293, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{configureRangeAxes()V 0.0, lineNumber=1292, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{configureRangeAxes()V 0.0, lineNumber=1291, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRangeAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=1232, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRangeAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=1231, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRangeAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=1227, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setRangeAxisLocation(Lorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=1197, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1051, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1044, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1042, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1041, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{getRangeAxis(I)Lorg/jfree/chart/axis/ValueAxis; 0.0, lineNumber=1040, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{configureDomainAxes()V 0.0, lineNumber=1015, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{configureDomainAxes()V 0.0, lineNumber=1014, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{configureDomainAxes()V 0.0, lineNumber=1013, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDomainAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=951, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDomainAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=950, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDomainAxisLocation(ILorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=946, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.chart.plot.CategoryPlot, methodName=org.jfree.chart.plot.CategoryPlot{setDomainAxisLocation(Lorg/jfree/chart/axis/AxisLocation;Z)V 0.0, lineNumber=913, susp=0.008620689655172376]
kali-susp:Candidate [className=org.jfree.data.category.DefaultCategoryDataset, methodName=org.jfree.data.category.DefaultCategoryDataset{addValue(Ljava/lang/Number;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=244, susp=0.007518796992481258]
kali-susp:Candidate [className=org.jfree.data.category.DefaultCategoryDataset, methodName=org.jfree.data.category.DefaultCategoryDataset{addValue(Ljava/lang/Number;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=243, susp=0.007518796992481258]
kali-susp:Candidate [className=org.jfree.data.general.AbstractDataset, methodName=org.jfree.data.general.AbstractDataset{notifyListeners(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=192, susp=0.007042253521126751]
kali-susp:Candidate [className=org.jfree.data.general.AbstractDataset, methodName=org.jfree.data.general.AbstractDataset{notifyListeners(Lorg/jfree/data/event/DatasetChangeEvent;)V 0.0, lineNumber=191, susp=0.007042253521126751]
kali-susp:Candidate [className=org.jfree.data.category.AbstractCategoryDataset, methodName=org.jfree.data.category.AbstractCategoryDataset{setSelectionState(Lorg/jfree/data/category/CategoryDatasetSelectionState;)V 0.0, lineNumber=88, susp=0.006329113924050667]
kali-susp:Candidate [className=org.jfree.data.category.AbstractCategoryDataset, methodName=org.jfree.data.category.AbstractCategoryDataset{setSelectionState(Lorg/jfree/data/category/CategoryDatasetSelectionState;)V 0.0, lineNumber=87, susp=0.006329113924050667]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{addObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=257, susp=0.0055248618784530246]
kali-susp:Candidate [className=org.jfree.chart.util.AbstractObjectList, methodName=org.jfree.chart.util.AbstractObjectList{indexOf(Ljava/lang/Object;)I 0.0, lineNumber=163, susp=0.005235602094240788]
kali-susp:Candidate [className=org.jfree.chart.util.AbstractObjectList, methodName=org.jfree.chart.util.AbstractObjectList{indexOf(Ljava/lang/Object;)I 0.0, lineNumber=162, susp=0.00512820512820511]
kali-susp:Candidate [className=org.jfree.chart.util.AbstractObjectList, methodName=org.jfree.chart.util.AbstractObjectList{indexOf(Ljava/lang/Object;)I 0.0, lineNumber=161, susp=0.00512820512820511]
kali-susp:Candidate [className=org.jfree.chart.util.ObjectList, methodName=org.jfree.chart.util.ObjectList{indexOf(Ljava/lang/Object;)I 0.0, lineNumber=107, susp=0.00512820512820511]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=289, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=288, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=287, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=286, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=284, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=283, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=282, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=278, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=277, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=273, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects2D, methodName=org.jfree.data.KeyedObjects2D{setObject(Ljava/lang/Object;Ljava/lang/Comparable;Ljava/lang/Comparable;)V 0.0, lineNumber=270, susp=0.005102040816326481]
kali-susp:Candidate [className=org.jfree.chart.renderer.AbstractRenderer, methodName=org.jfree.chart.renderer.AbstractRenderer{addChangeListener(Lorg/jfree/chart/event/RendererChangeListener;)V 0.0, lineNumber=2895, susp=0.005025125628140725]
kali-susp:Candidate [className=org.jfree.chart.renderer.AbstractRenderer, methodName=org.jfree.chart.renderer.AbstractRenderer{addChangeListener(Lorg/jfree/chart/event/RendererChangeListener;)V 0.0, lineNumber=2892, susp=0.005025125628140725]
kali-susp:Candidate [className=org.jfree.chart.plot.Plot, methodName=org.jfree.chart.plot.Plot{fireChangeEvent()V 0.0, lineNumber=986, susp=0.004524886877828038]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{setObject(Ljava/lang/Comparable;Ljava/lang/Object;)V 0.0, lineNumber=212, susp=0.004237288135593209]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{setObject(Ljava/lang/Comparable;Ljava/lang/Object;)V 0.0, lineNumber=211, susp=0.004237288135593209]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{setObject(Ljava/lang/Comparable;Ljava/lang/Object;)V 0.0, lineNumber=206, susp=0.004237288135593209]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{setObject(Ljava/lang/Comparable;Ljava/lang/Object;)V 0.0, lineNumber=205, susp=0.004237288135593209]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{getIndex(Ljava/lang/Comparable;)I 0.0, lineNumber=145, susp=0.004237288135593209]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{getIndex(Ljava/lang/Comparable;)I 0.0, lineNumber=138, susp=0.004237288135593209]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{getIndex(Ljava/lang/Comparable;)I 0.0, lineNumber=137, susp=0.004237288135593209]
kali-susp:Candidate [className=org.jfree.data.KeyedObjects, methodName=org.jfree.data.KeyedObjects{getIndex(Ljava/lang/Comparable;)I 0.0, lineNumber=136, susp=0.004237288135593209]
